Year,Treatment,Species,Basket.Number,Basket.Type,Mass.g.basket
2015,H,ACSA,16,LB,0.55
2015,H,ACSA,18,LB,0.54
2015,H,ACSA,19,LB,0.53
2015,H,ACSA,20,LB,2.11
2015,H,ACPE,9,LB,0.62
2015,H,ACPE,10,LB,1.82
2015,H,ACPE,18X,LB,0
2015,H,ACPE,13,LB,0
2015,H,ACPE,14,LB,0.43
2015,H,ACPE,15,LB,0.76
2015,H,ACPE,16,LB,1.1
2015,H,ACPE,18,LB,0.08
2015,H,ACPE,19,LB,0
2015,H,ACPE,20,LB,0.53
2015,H,FRAM,9,LB,1.29
2015,H,FRAM,10,LB,0.52
2015,H,FRAM,18X,LB,2.49
2015,H,FRAM,13,LB,0.88
2015,H,FRAM,14,LB,3.71
2015,H,FRAM,15,LB,0.65
2015,H,FRAM,16,LB,0.29
2015,H,FRAM,18,LB,0.9
2015,H,FRAM,19,LB,3.06
2015,H,FRAM,20,LB,1.22
2015,H,QURU,9,LB,47
2015,H,QURU,10,LB,50.24
2015,H,QURU,18X,LB,53.45
2015,H,QURU,13,LB,58.02
2015,H,QURU,14,LB,57.8
2015,H,QURU,15,LB,73.03
2015,H,QURU,16,LB,50.15
2015,H,QURU,18,LB,50.5
2015,H,QURU,19,LB,62.65
2015,H,QURU,20,LB,59.92
2015,H,BESP,9,LB,1.09
2015,H,BESP,10,LB,1.49
2015,H,BESP,18X,LB,3.88
2015,H,BESP,13,LB,1.24
2015,H,BESP,14,LB,2.56
2015,H,BESP,15,LB,0.75
2015,H,BESP,16,LB,4.57
2015,H,BESP,18,LB,2.15
2015,H,BESP,19,LB,5.24
2015,H,BESP,20,LB,0.76
2015,H,POGR,9,LB,0
2015,H,POGR,10,LB,0
2015,H,POGR,18X,LB,0
2015,H,POGR,13,LB,0
2015,H,POGR,14,LB,0.32
2015,H,POGR,15,LB,0
2015,H,POGR,16,LB,0
2015,H,POGR,18,LB,0.22
2015,H,POGR,19,LB,0
2015,H,POGR,20,LB,0
2015,H,PRSE,9,LB,0
2015,H,PRSE,10,LB,0.28
2015,H,PRSE,18X,LB,0
2015,H,PRSE,13,LB,0.97
2015,H,PRSE,14,LB,0.05
2015,H,PRSE,15,LB,0.04
2015,H,PRSE,16,LB,0.07
2015,H,PRSE,18,LB,0.43
2015,H,PRSE,19,LB,0.06
2015,H,PRSE,20,LB,0.13
2015,H,UNKN,9,LB,0.11
2015,H,UNKN,10,LB,0.29
2015,H,UNKN,18X,LB,0.13
2015,H,UNKN,13,LB,0.79
2015,H,UNKN,14,LB,0.17
2015,H,UNKN,15,LB,0.39
2015,H,UNKN,16,LB,0.12
2015,H,UNKN,18,LB,0.81
2015,H,UNKN,19,LB,0.29
2015,H,UNKN,20,LB,0.33
2015,H,CADE,9,LB,0
2015,H,CADE,10,LB,0.3
2015,H,CADE,18X,LB,0
2015,H,CADE,13,LB,0
2015,H,CADE,14,LB,0
2015,H,CADE,15,LB,0.15
2015,H,CADE,16,LB,0
2015,H,CADE,18,LB,0.21
2015,H,CADE,19,LB,0.34
2015,H,CADE,20,LB,0
2016,H,ACRU,9,LB,12.89
2016,H,ACRU,10,LB,10.76
2016,H,ACRU,18X,LB,13.51
2016,H,ACRU,13,LB,7.41
2016,H,ACRU,14,LB,8.28
2016,H,ACRU,15,LB,14.01
2016,H,ACRU,16,LB,13.72
2016,H,ACRU,18,LB,14.19
2016,H,ACRU,19,LB,12.03
2016,H,ACRU,20,LB,10.949
2016,H,ACSA,9,LB,1.01
2016,H,ACSA,10,LB,1.23
2016,H,ACSA,18X,LB,0.38
2016,H,ACSA,13,LB,2.23
2016,H,ACSA,14,LB,0.87
2016,H,ACSA,15,LB,1.12
2016,H,ACSA,16,LB,0.47
2016,H,ACSA,18,LB,0.13
2016,H,ACSA,19,LB,1.06
2016,H,ACSA,20,LB,0.95
2016,H,ACPE,9,LB,0.23
2016,H,ACPE,10,LB,2.35
2016,H,ACPE,18X,LB,0.9
2016,H,ACPE,13,LB,0
2016,H,ACPE,14,LB,1.12
2016,H,ACPE,15,LB,1.12
2016,H,ACPE,16,LB,0.75
2016,H,ACPE,18,LB,0.76
2016,H,ACPE,19,LB,0.23
2016,H,ACPE,20,LB,0.79
2016,H,FRAM,9,LB,1.3
2016,H,FRAM,10,LB,1.36
2016,H,FRAM,18X,LB,1.53
2016,H,FRAM,13,LB,0.67
2016,H,FRAM,14,LB,2.05
2016,H,FRAM,15,LB,0.42
2016,H,FRAM,16,LB,2.53
2016,H,FRAM,18,LB,2.19
2016,H,FRAM,19,LB,5.56
2016,H,FRAM,20,LB,0.67
2016,H,QURU,9,LB,62.33
2016,H,QURU,10,LB,47.55
2016,H,QURU,18X,LB,48.71
2016,H,QURU,13,LB,56.77
2016,H,QURU,14,LB,64.28
2016,H,QURU,15,LB,58.49
2016,H,QURU,16,LB,56.77
2016,H,QURU,18,LB,60.38
2016,H,QURU,19,LB,60.94
2016,H,QURU,20,LB,57.16
2016,H,BESP,9,LB,1.55
2016,H,BESP,10,LB,1.93
2016,H,BESP,18X,LB,4.5
2016,H,BESP,13,LB,0.53
2016,H,BESP,14,LB,2.78
2016,H,BESP,15,LB,0.51
2016,H,BESP,16,LB,4.05
2016,H,BESP,18,LB,1.79
2016,H,BESP,19,LB,3.88
2016,H,BESP,20,LB,1.19
2016,H,QUAL,9,LB,0
2016,H,QUAL,10,LB,0
2016,H,QUAL,18X,LB,0
2016,H,QUAL,13,LB,0
2016,H,QUAL,14,LB,0
2016,H,QUAL,15,LB,0
2016,H,QUAL,16,LB,0.34
2016,H,QUAL,18,LB,0.11
2016,H,QUAL,19,LB,0
2016,H,QUAL,20,LB,0
2016,H,PRSE,9,LB,0
2016,H,PRSE,10,LB,0.12
2016,H,PRSE,18X,LB,0.05
2016,H,PRSE,13,LB,0.67
2016,H,PRSE,14,LB,0.05
2016,H,PRSE,15,LB,0.04
2016,H,PRSE,16,LB,0.03
2016,H,PRSE,18,LB,0.54
2016,H,PRSE,19,LB,0
2016,H,PRSE,20,LB,0.19
2016,H,UNKN,9,LB,0.1
2016,H,UNKN,10,LB,0
2016,H,UNKN,18X,LB,0.07
2016,H,UNKN,13,LB,0.11
2016,H,UNKN,14,LB,0
2016,H,UNKN,15,LB,0
2016,H,UNKN,16,LB,0.01
2016,H,UNKN,18,LB,0.114
2016,H,UNKN,19,LB,0
2016,H,UNKN,20,LB,0
2016,H,CADE,9,LB,0
2016,H,CADE,10,LB,0
2016,H,CADE,18X,LB,0
2016,H,CADE,13,LB,0
2016,H,CADE,14,LB,0
2016,H,CADE,15,LB,0
2016,H,CADE,16,LB,0
2016,H,CADE,18,LB,0.27
2016,H,CADE,19,LB,0.62
2016,H,CADE,20,LB,0
2015,H,ACRU,9,LB.HS,2.29
2015,H,ACRU,10,LB.HS,1.69
2015,H,ACRU,18x,LB.HS,2.43
2015,H,ACRU,13,LB.HS,2.48
2015,H,ACRU,14,LB.HS,1.51
2015,H,ACRU,15,LB.HS,1.39
2015,H,ACRU,16,LB.HS,2.21
2015,H,ACRU,18,LB.HS,2.01
2015,H,ACRU,19,LB.HS,1.71
2015,H,ACRU,20,LB.HS,1.95
2015,H,ACSA,9,LB.HS,0.29
2015,H,ACSA,10,LB.HS,0
2015,H,ACSA,18x,LB.HS,0
2015,H,ACSA,13,LB.HS,0.17
2015,H,ACSA,14,LB.HS,0
2015,H,ACSA,15,LB.HS,0.21
2015,H,ACSA,16,LB.HS,0
2015,H,ACSA,18,LB.HS,0
2015,H,ACSA,19,LB.HS,0.52
2015,H,ACSA,20,LB.HS,0.38
2015,H,ACPE,9,LB.HS,0
2015,H,ACPE,10,LB.HS,0.1
2015,H,ACPE,18x,LB.HS,0
2015,H,ACPE,13,LB.HS,0
2015,H,ACPE,14,LB.HS,0
2015,H,ACPE,15,LB.HS,0.17
2015,H,ACPE,16,LB.HS,0
2015,H,ACPE,18,LB.HS,0
2015,H,ACPE,19,LB.HS,0
2015,H,ACPE,20,LB.HS,0.54
2015,H,QURU,9,LB.HS,7.03
2015,H,QURU,10,LB.HS,0
2015,H,QURU,18x,LB.HS,8.66
2015,H,QURU,13,LB.HS,15.03
2015,H,QURU,14,LB.HS,8.3
2015,H,QURU,15,LB.HS,9.62
2015,H,QURU,16,LB.HS,6.53
2015,H,QURU,18,LB.HS,12.56
2015,H,QURU,19,LB.HS,24.07
2015,H,QURU,20,LB.HS,11.21
2015,H,BESP,9,LB.HS,0.43
2015,H,BESP,10,LB.HS,0.14
2015,H,BESP,18x,LB.HS,0.95
2015,H,BESP,13,LB.HS,0
2015,H,BESP,14,LB.HS,0
2015,H,BESP,15,LB.HS,0.11
2015,H,BESP,16,LB.HS,0.28
2015,H,BESP,18,LB.HS,0.69
2015,H,BESP,19,LB.HS,0.51
2015,H,BESP,20,LB.HS,0
2015,H,PRSE,13,LB.HS,0.04
2015,H,UNKN,9,LB.HS,0.44
2015,H,UNKN,10,LB.HS,0.35
2015,H,UNKN,18x,LB.HS,0.41
2015,H,UNKN,13,LB.HS,0.56
2015,H,UNKN,14,LB.HS,0.4
2015,H,UNKN,15,LB.HS,0.33
2015,H,UNKN,16,LB.HS,0.52
2015,H,UNKN,18,LB.HS,0.95
2015,H,UNKN,19,LB.HS,0.69
2015,H,UNKN,20,LB.HS,0.68
